ID	URL	Fonte	Data	Motivo	Resumo	Título	Binário	Assunto	Autor
11	https://www.boatos.org/religiao/papa-leao-xiv-revelou-profecia-secreta-do-padre-pio-sobre-o-brasil.html	Verdade Oculta	19/08/2025	Notícia falsa. O texto usa linguagem alarmista e exagerada, com termos como “URGENTE”, “em lágrimas” e “exposta ao mundo inteiro”, buscando gerar pânico. Não apresenta Informações Específicas verificáveis, como datas, documentos ou pronunciamentos oficiais, nem há registros em Fontes Confiáveis ou órgãos da Igreja Católica que confirmem a profecia. A menção ao Líder máximo da religão Católica, Papa Leão XIV, e a Padre Pio é infundada. Esses elementos evidenciam intenção de enganar. Sempre verifique fatos em canais institucionais ou veículos reconhecidos.	URGENTE: Papa Leão XIV Revela Profecia SECRETA de Padre Pio Sobre o BRASIL e o Destino da Igreja O Papa Leão XIV, em lágrimas, revelou uma profecia secreta de Padre Pio sobre o destino do Brasil. Uma mensagem guardada por décadas, agora exposta ao mundo inteiro, que fala de fé, dor, esperança e do futuro espiritual da nossa nação.	O Papa Leão XIV revelou uma profecia secreta do Padre Pio sobre o Brasil.	FARSA	RELIGIÃO	Felipe Nogueira
12	https://www.facebook.com/fakenaobrasil/posts/heineken-causa-impotência-em-homem-que-bebeu-em-excesso-boatovia-boatosorgboatos/499147117373884/	Repórter do Povo	03/01/2020	Notícia falsa. Apesar de citar uma fonte, o portal “Repórter do Povo” não existe de fato, desconfie de portais que você não conheça. A alegação sobre uma substância presente na Heineken que causa impotência é exagerada e não possui Informações verificáveis, como estudos científicos ou registros médicos. Não há menção a Órgãos Oficiais de saúde que confirmem o caso. A linguagem alarmista e sensacionalista, reforçando o caráter enganoso. Esses elementos indicam que a notícia não é confiável.	Foi detectada uma substância, que acelera o processo de perda de apetitite sexual nos homens, levando a impotência iminente. Baiano é o primeiro caso registrado no país. Empresa promete apoio ao consumidor.	Um homem da Bahia ficou impotente após beber altas doses de Heineken.	FARSA	SAÚDE	Sérgio Campos
13	https://www.aosfatos.org/noticias/falso-2000-corpos-mathias-velho-canoas/	Repórter do Povo	11/05/2005	Notícia falsa. A alegação de que 2.000 pessoas foram encontradas congeladas em Canoas é extremamente improvável e não condiz com a realidade. Eventos de grande magnitude, como o acidente aéreo com a equipe da Chapecoense, que resultou em 71 mortes, e o rompimento da barragem em Brumadinho, que causou 272 mortes, tiveram ampla cobertura da mídia e mobilização das autoridades brasileiras. Pergunte-se: Por que uma tragédia de tal magnitude não foi reportada por fontes confiáveis? Que órgãos oficiais confirmam o ocorrido?	Bombeiros e voluntários realizaram buscas intensas em um bairro de Canoas, onde foram encontrados aproximadamente 2.000 corpos. As vítimas estariam congeladas, e autoridades locais não forneceram informações oficiais sobre o ocorrido. A mídia tradicional tem evitado divulgar detalhes sobre a tragédia, gerando especulações nas redes sociais sobre as causas e a extensão do desastre. Especialistas não identificados sugerem que fenômenos climáticos extremos podem ter contribuído para a situação. A população local está em choque, aguardando esclarecimentos das autoridades competentes.	Bombeiros e voluntários encontraram 2.000 corpos em bairro de Canoas	FARSA	SAÚDE	Não informado
14	https://www.cnnbrasil.com.br/entretenimento/alcione-desmente-boatos-de-internacao-e-fala-sobre-seu-estado-de-saude/	Mídia Sem Fronteiras	05/08/2025	"A notícia sobre a cantora Alcione ser internada em estado grave após um cateterismo carece totalmente de fontes oficiais ou confiáveis. Notícias verdadeiras sobre a saúde de personalidades de grande magnitude, como ela, são imediatamente confirmadas por sua assessoria de imprensa, familiares, ou pelo hospital envolvido, gerando cobertura imediata nos principais veículos de comunicação. Eventos de saúde reais e graves envolvendo artistas de renome nacional, são amplamente reportados e confirmados por fontes identificáveis. Pergunte-se: Você conhece o portal ""Mídia Sem fronteiras""? Qual é o nome do hospital onde ela estaria internada? Por que não há nenhuma declaração?"	A cantora ALCIONE FOI INTERNADA EM ESTADO GRAVE nesta terça-feira após um suposto cateterismo para tratar uma ANGINA. Fontes anônimas afirmam que ela estaria em RISCO, a família não se pronunciou oficialmente. A notícia se espalha rapidamente em redes sociais e grupos de fãs, sem links para hospitais ou representantes da artista. Especialistas não identificados dizem que podem ocorrer COMPLICAÇÕES GRAVES.	A cantora Alcione foi internada nesta terça-feira	FARSA	CULTURA	Sérgio Campos
15	https://www.boatos.org/saude/a-china-pinta-macas-verdes-para-vender-como-vermelhas.html	Consciência Nacional	10/08/2025	A alegação de que maçãs são coloridas artificialmente com corantes para melhorar sua aparência carece de fontes confiáveis e não é consistente com as práticas regulamentadas da indústria alimentícia. O processo descrito ele ocorre de modo e com propósito distinto do citado, é feito para realçar o brilho natural e conservar a fruta, não para colorir artificialmente. Pense: Por que órgãos como a ANVISA e o MAPA (Ministério da Agricultura) fiscalizam o uso de aditivos em alimentos, não foram citados? Qual veículo especializado em agronomia ou segurança alimentar (Embrapa, ANVISA) confirma essa prática? A notícia e o portal que a divulga é Falso!	Por trás do visual vermelho e brilhante existe um processo pouco comentado: assim que amadurecem, as maçãs são enviadas para centros de processamento onde recebem corantes artificiais e tratamentos estéticos para ficarem mais atraentes nas prateleiras.	Você sabia que muitas maçãs “perfeitas” que encontramos no mercado estão longe de serem naturais? 	FARSA	SOCIEDADE	Não informado
16	https://www.boatos.org/saude/japao-inaugurou-hospital-totalmente-operado-por-ia-e-robos.html	Grande Surto	09/08/2025	Esta alegação é falsa. Não há registros em veículos de credibilidade. A IA atua como ferramenta de apoio e é verdade que teve grandes evoluções nas mais diversas áreas e de forma muito rápida. Porém, em muitos caso específicos ainda não substitui de fato profissionais, até porque responsabilidade legal por erro médico recairia sobre hospitais, fabricantes ou médicos resposávies, nunca sobre algoritmos. Por isso faça-se perguntas como: Se robôs fizessem cirurgias sozinhos, quem seria responsabilizado em casos de deslizes? O quão avançado está a discussão legal sobre casos de erros robóticos em Tóquio ou no Brasil? Por que nenhuma associação médica global, como a OMS foi citada?	O hospital, em Tóquio, promete diagnósticos automáticos, cirurgias robóticas e monitoramento completo de pacientes por inteligência artificial. Relatos  afirmam que médicos humanos estariam apenas supervisionando remotamente. O modelo poderia substituir grande parte da força de trabalho hospitalar nos próximos 10 anos. O que será da Medicina? Se uma pessoa morrer na mão de um robô, quem será o RESPONSABILIZADO? #FIMdosMedicos #IAdominaoMUNDO	Japão inaugura o primeiro hospital totalmente operado com IA e robôs.	FARSA	SAÚDE	Denise Peixoto
17	https://www.boatos.org/entretenimento/roberto-carlos-foi-batizado-na-igreja-adventista-do-setimo-dia.html	Hora Formosa	07/08/2025	Notícia falsa. Não há nenhum registro confiável ou comunicado oficial do artista, que ao menos foi citado durante o trecho da notícia apresentado. Notícias desse porte, envolvendo uma figura de tamanha magnitude cultural, são grandes alvos de notícias falsas, mediante sua repercusão. Pense: Qual é a motivação por trás da criação desse tipo de conteúdo? Existe algum registro oficial em redes sociais do Artista? 	O que teria motivado essa mudança radical? Estaria o cantor se preparando para algo maior, talvez até mesmo o fim de sua carreira, ou haveria algo ainda mais profundo por trás dessa conversão?	Roberto Carlos teria se batizado na Igreja Adventista do Sétimo Dia, surpreendendo os fãs e provocando impacto na mídia e na sua carreira.	FARSA	CULTURA	André Soares
18	https://www.boatos.org/ciencia/estatua-de-astronauta-de-3-000-anos-foi-achada-na-capadocia.html	O Nacionalista	06/08/2025	Notícia falsa. Apesar de citar o Ministério da Cultura da Turquia, não há nenhum comunicado oficial confirmando a descoberta da estátua. As alegações sobre inscrições enigmáticas e acesso restrito a poucos pesquisadores são sensacionalistas e não verificáveis. O texto utiliza linguagem alarmista e especulativa, sugerindo mudanças drásticas na história sem evidências. Não há estudos publicados ou revisados que corroborem essas informações. Esses elementos indicam que a notícia carece de confiabilidade e deve-se ter uma grande desconfiança dos leitores para sua veracida.	Arqueólogos afirmam ter encontrado uma estátua de 3.000 anos na região da Capadócia, cuja origem permanece desconhecida. Especialistas dizem que inscrições enigmáticas cobrem a superfície da peça, mas até o momento ninguém conseguiu decifrá-las. Fontes afirmam que a descoberta foi registrada em sigilo pelo Ministério da Cultura da Turquia, mas apenas alguns pesquisadores selecionados tiveram acesso à peça. Será que essa descoberta mudará completamente a compreensão da história antiga?	Estátua de 3.000 anos encontrada na Capadócia, Turquia.	FARSA	CULTURA	Camila Ventura
19	https://www.boatos.org/politica/tornozeleira-de-bolsonaro-esta-envenenada.html	Idependência	23/07/2025	A notícia é falsa. Não há qualquer evidência ou investigação verídica que apoie a acusação de que o atentado contra o ex-presidente Jair Bolsonaro foi planejado por ele mesmo ou por Gilberto Kassab. O evento foi amplamente documentado, investigado pela Polícia Federal e pela Justiça Eleitoral, e o autor do crime foi identificado, julgado e condenado. Se houvesse indícios reais, por que a Polícia Federal, o Ministério Público e a Justiça não investigaram essa suposta conspiração? Considere também que nenhum desses órgãos foram citados. A polarização política tem sido um intesificador da geração de notícias falsa, atente-se sempre que se deparar com notícias políticas com teor polêmico e confirme com mais de uma fonte confiável.	Dizem que o presidente Bolsonaro e o Kassab juntos fizeram a lojistica da facada no Bolsonaro. Alguns relatos nas redes sociais afirmam que planejaram cada detalhe, desde o local até a movimentação de seguranças. A noticia se espalhou rapido, com comentários e especulaçoes sobre motivação e envolvidos, gerando grande repercussão online.	VINGANÇA Há possibilidade da ideia da tornozeleira, ser o envenenamento.	FARSA	POLÍTICA	Rafael Lima
20	https://www.boatos.org/brasil/rosa-na-macaneta-do-carro-e-tatica-de-bandidos-para-assaltar-com-po-de-zumbi.html	C10 News	16/07/2025	A notícia é uma farsa! Não há registros oficiais em delegacias, boletins de ocorrência ou alertas de autoridades de segurança pública (como a Polícia Civil ou Federal) que confirmem a existência desse método criminoso. Boatos semelhantes circulam há anos em diferentes países e sempre são desmentidos. Atente-se para: Qual caso real foi registrado pela polícia que evidencia esse golpe? Como a escopolamina (uma substância) seria aplicada de forma prática em uma rosa na maçaneta?	Pode ser um sinal de perigo relacionado a sequestros ou roubos. Não toque nela e chame a polícia imediatamente. Sua segurança é o mais importante.	Atenção! Se você encontrar uma rosa na porta do seu carro, tenha muito cuidado!	FARSA	SEGURANÇA	Thiago Rocha
21	https://www.boatos.org/entretenimento/leo-dias-revelou-que-eliza-samudio-reapareceu-e-esta-viva.html	Portal Novo	11/07/2025	"Notícia falsa. O Portal Novo não é uma fonte jornalística credenciada ou confiável, e a alegação nunca foi confirmada por instituições oficiais como a Polícia Federal, o Ministério Público ou veículos de imprensa consolidados. O caso Eliza Samudio está juridicamente encerrado há anos, com os responsáveis condenados e presos, e não há qualquer nova evidência que sustente essa reviravolta fictícia. A linguagem sensacionalista (""Brasil em choque"", ""corpo foi encontrado"") e a ausência de fontes verificáveis expõem a intenção de manipular emocionalmente o público e gerar engajamento com base em desinformação."	Durante anos, o desaparecimento de Elisa Samudio foi tratado como um dos casos mais macabros e misteriosos da história criminal do Brasil. Sumida desde 2010, dada como morta, conversões sombrias e contraditórias sobre seu destino, a ex -modelo tornou -se símbolo de uma tragédia sem desfecho. Mas nesta semana, tudo mudou. Segundo o colonista Leo Dias, a história teve uma reviravolta que deixou até mesmo a polícia federal sem palavras.	ELIZA SAMUDIO APARECEU DO NADA — BRASIL ESTÁ EM CHOQUE! CORPO FOI ENCONTRADO?	FARSA	CULTURA	Renata Barros
22	https://www.boatos.org/religiao/oracao-de-santo-antonio-prometida-em-live-traz-milagres-em-7-dias.html	Brasil Brasileiro	06/07/2025	"A notícia é falsa. Esta mensagem é um típico golpe de engajamento que distorce elementos religiosos para manipular fiéis. Não há qualquer registro histórico, eclesiástico ou teológico que confirme a existência de uma ""oração escondida de Santo Antônio"" ou uma ""Quaresma do Padre Pio"" com promessas milagrosas em 7 dias. Nenhuma fonte oficial da Igreja Católica (como o Vaticano, dioceses ou sites canônicos). O conteúdo promete milagres, enquadrando-se como uma linguagem apelativa umas das principais ferramentas da desinformação."	Acaba-se de comprovar a existência de uma Oração de Santo Antônio que ficou escondida com as Elites Gananciosas pelos últimos 800 anos… Assista agora e receba essa bênção enquanto ainda está no ar Aproveite, porque a Live não ficará gravada e não haverá replay!	Quaresma do Padre Pio: Esta Oração Sagrada de Santo Antônio traz milagres em menos de 7 dias!	FARSA	RELIGIÃO	Não informado
23	https://veja.abril.com.br/coluna/veja-gente/ana-maria-braga-fala-sobre-rumores-do-fim-do-mais-voce/	Portal BT 	20/01/2025	"Alegação falsa. Não há qualquer evidência ao decorrer da descrição da notícia sobre um comunicado oficial da TV Globo ou de sua assessoria de imprensa confirmando o fim do programa ""Mais Você"". Notícias, envolvendo mudanças de uma das maiores emissoras do país, seriam divulgadas por veículos jornalísticos de credibilidade e confirmadas por fontes diretas. Atente-se que ""Portal BT"""	 Circula nas redes que a Globo pretende acabar com o programa de Ana Maria Braga. Segundo rumores, a decisão estaria relacionada a mudanças na grade de programação e a tentativa de RENOVAR o conteúdo matinal. #AcabouMaisVOCÊ 	FIM do 'Mais Você'	FARSA	CULTURA	Não informado
24	https://www.boatos.org/saude/cafe-melitta-foi-suspenso-pela-anvisa-por-ser-falso.html	Parceiros do Povo	25/06/2025	"Esta notícia é falsa e apresenta indícios claros de desinformação: ausência de qualquer comunicado oficial da Anvisa, uso de linguagem alarmista (""toxinas perigosas""), referência a fontes não identificadas (""especialistas anônimos"") e o silêncio de veículos jornalísticos de credibilidade sobre o caso (perceba que a fonte é desconhecida ""Parceiros do Povo""), expressões como ""teria emitido um comunicado urgente..."" deve alertar para: Será que realmente existe esse comunicado?"	A Agência Nacional de Vigilância Sanitária (Anvisa) teria emitido um comunicado urgente nesta quarta-feira (15) determinando a suspensão imediata do café Melitta em todo o território nacional. Segundo especialistas não identificados, amostras do produto apresentaram toxinas acima do limite permitido e indícios de falsificação em lotes distribuídos em supermercados. A empresa ainda não se pronunciou oficialmente, mas fontes anônimas sugerem que a contaminação estaria ligada a falhas no processamento dos grãos.	O café Melitta foi suspenso pela Anvisa por conter toxinas e ser falsificado.	FARSA	CULTURA	Camila Ventura
25	https://www.boatos.org/brasil/ronco-de-morador-fez-predio-ser-interditado-pela-defesa-civil-em-vitoria.html	Federalista Institucional	16/06/2025	"Notícia falsa. A alegação é incompatível com leis físicas básicas, roncos humanos não emitem energia suficiente para danificar estruturas e não há qualquer registro oficial da Defesa Civil de Vitória que tenha sido de fato mostrado no trecho disponível, ou até mesmo a mídia local confirmando o caso. A linguagem sensacionalista (""!!!"", ""potente e constante"") e a falta de fontes identificáveis (laudos, comunicados) expõem o teor fantasioso do boato. Pergunte-se: como vibrações sonoras poderiam trincar concreto? Por que não foi um veículo sério que noticiou?"	Defesa Civil interdita prédio após ronco de morador abalar estrutura em Vitória. Um prédio foi condenado pela defesa civil por um motivo inusitado... o ronco de um morador! Segundo a Defesa Civil o ronco do morador foi o suficiente para comprometer a estrutura ao longo dos últimos anos, potente e constante provocou microfissuras em toda a estrutura do edifício!!!	Defesa Civil interditou prédio por causa de ronco de morador	FARSA	SOCIEDADE	Renata Barros
26	https://g1.globo.com/mg/vales-mg/noticia/2025/09/03/horas-antes-de-morrer-na-ucrania-brasileiro-envia-audios-a-esposa-daqui-a-uns-dias-estarei-de-volta.ghtml	Portal G1	01/09/2025	Notícia verdadeira. A informação foi divulgada pelo portal G1, fonte confiável, e contém dados específicos e verificáveis: nome completo da vítima (Bruno de Paula Carvalho Fernandes), idade (29 anos), cidade de origem (Governador Valadares), data do ocorrido (01/09/2025) e contexto detalhado da situação. A linguagem é objetiva e alinhada a reportagens anteriores sobre o tema.	Horas antes de morrer em uma emboscada na linha de frente da guerra da Ucrânia, o brasileiro Bruno de Paula Carvalho Fernandes, de 29 anos, enviou uma mensagem de voz à esposa dizendo estar em paz e confiante de que voltaria para casa. Bruno, morador de Governador Valadares, foi morto em uma emboscada na manhã dessa segunda-feira (01/09/2025), na Ucrânia, onde atuava como soldado voluntário desde o fim de maio.	Horas antes de morrer na Ucrânia, brasileiro envia áudios à esposa: 'Daqui a uns dias estarei de volta'	FATO	SOCIEDADE	Caroline Del Piero
27	https://www.cnnbrasil.com.br/viagemegastronomia/viagem/museu-van-gogh-pode-ser-fechado-em-amsterda-entenda/#goog_rewarded	CNN Brasil	02/09/2025	Notícia verdadeira. A informação foi divulgada pela CNN Brasil, fonte jornalística reconhecida, e cita um comunicado oficial do Museu Van Gogh sobre o risco de fechamento devido à falta de recursos do governo holandês. Dados específicos (inauguração em 1973, 57 milhões de visitantes) e a linguagem factual corroboram a credibilidade da reportagem.	O Museu Van Gogh, um dos atrativos culturais mais visitados da Holanda, pode fechar as portas no futuro breve. Em comunicado, o museu afirmou que o governo holandês não tem se comprometido a fornecer recursos financeiros para renovações. Inaugurado em 1973 em Amsterdã, o local reúne a maior coleção de obras de Vincent Van Gogh no mundo e já atraiu mais de 57 milhões de visitantes ao longo de sua trajetória.	"Museu Van Gogh pode ser fechado em Amsterdã; entenda"	FATO	CULTURA	Não informado
28	https://g1.globo.com/educacao/noticia/2025/09/03/carteira-nacional-do-professor-dara-desconto-em-shows-cinemas-e-hoteis-saiba-como-solicitar.ghtml	Portal G1	03/09/2025	Notícia verdadeira. O G1, meio de comunicação com credibilidade, reporta a declaração do ministro da Educação, Camilo Santana, sobre a criação da Carteira Nacional do Professor. A matéria apresenta detalhes concretos: benefícios (descontos em eventos culturais e 15% em hotéis), público-alvo (docentes de redes pública e privada) e prazo (outubro de 2024). A menção direta a uma autoridade governamental e a natureza específica das informações reforçam a legitimidade do fato.	A partir de outubro, mês em que é comemorado o Dia do Professor, os docentes brasileiros das redes pública e privada poderão solicitar a Carteira Nacional de Docente no Brasil (CNDB), afirmou o ministro da Educação, Camilo Santana. A partir desse documento, eles terão descontos em eventos culturais, como teatros, shows e cinemas, além de abatimentos de 15% no valor da diária dos hotéis associados.	"Carteira Nacional do Professor dará desconto em shows, cinemas e hotéis; saiba como solicitar documento"	FATO	EDUCAÇÃO	Não informado
29	https://g1.globo.com/meio-ambiente/noticia/2025/09/03/o-maior-iceberg-do-mundo-esta-se-desintegrando-na-costa-da-antartida.ghtml	Portal G1	03/09/2025	Notícia verdadeira. O G1, como fonte jornalística de ampla credibilidade, apresenta a informação com linguagem técnica e precisa, alinhada ao rigor científico exigido em reportagens sobre fenômenos ambientais. A menção a dados mensuráveis (como dimensões, peso e comparações geográficas) e a contextualização com base em monitoramento especializado reforçam a confiabilidade da matéria, sem recorrer a sensacionalismo.	Um iceberg gigante que se desprendeu da Antártida há 39 anos, na época o maior do mundo, está derretendo em águas que se tornaram mais quentes, segundo os cientistas. No início do ano, o bloco de gelo batizado como A23a pesava cerca de 1 bilhão de toneladas e cobria quase 4.000 km², ou seja, 50% a mais que a superfície de Luxemburgo.	O maior iceberg do mundo está se desintegrando na costa da Antártida	FATO	MEIO AMBIENTE	France Presse (Portal de notícia Francesa)
