ID	URL	Author	Data	Motivo	Resumo	Título	Binário	Assunto
11	https://www.boatos.org/religiao/papa-leao-xiv-revelou-profecia-secreta-do-padre-pio-sobre-o-brasil.html	boatos.org	19/08/2025	O enredo tem todos os elementos comuns em mensagens conspiratórias: mistério, apelo à fé, ligação com figuras religiosas de grande renome e um forte incentivo ao compartilhamento.	URGENTE: Papa Leão XIV Revela Profecia SECRETA de Padre Pio Sobre o BRASIL e o Destino da Igreja O Papa Leão XIV, em lágrimas, revelou uma profecia secreta de Padre Pio sobre o destino do Brasil. Uma mensagem guardada por décadas, agora exposta ao mundo inteiro, que fala de fé, dor, esperança e do futuro espiritual da nossa nação.	O Papa Leão XIV revelou uma profecia secreta do Padre Pio sobre o Brasil.	falso	religiao
12	https://www.facebook.com/fakenaobrasil/posts/heineken-causa-impotência-em-homem-que-bebeu-em-excesso-boatovia-boatosorgboatos/499147117373884/	FakeNão - Ser Multimídia's	03/01/2020	O texto que circula por aí é vago, alarmista, com erros de português, pedido de compartilhamento e não cita nenhuma fonte confiável.	Foi detectada uma substância, que acelera o processo de perda de apetitite sexual nos homens, levando a impotência iminente. Baiano é o primeiro caso registrado no país. Empresa promete apoio ao consumidor.	Um homem da Bahia ficou impotente após beber altas doses de Heineken.	falso	saúde
13	https://www.aosfatos.org/noticias/falso-2000-corpos-mathias-velho-canoas/	aos fatos	11/05/2005	Tudo isso é falso! Não há citação de fontes confiáveis e o número de mortes em decorrência das enchentes vem sendo atualizado diariamente pela Defesa Civil. Até quinta-feira (9), data em que os corpos teriam sido supostamente encontrados, cinco mortes em Canoas tinham sido confirmadas pelo órgão. No último boletim, emitido às 19h de sexta-feira (10), o número de mortos aumentou para oito, e dez pessoas estão oficialmente desaparecidas. (2024)	Aproximadamente 2.000 pessoas mortas. Essas pessoas estão todas congeladas, porque a mídia não pode falar, porque pode dar pânico nas pessoas	Bombeiros e voluntários encontraram 2.000 corpos em bairro de Canoas	falso	saúde
14	https://www.cnnbrasil.com.br/entretenimento/alcione-desmente-boatos-de-internacao-e-fala-sobre-seu-estado-de-saude/	CNN Brasil	05/08/2025	Cantora publicou um vídeo nas redes sociais falando sobre os boatos de que teria passado por um cateterismo, "Não estou internada. Eu, graças a Deus, estou aqui com a minha família bem de saúde, feliz. Afinal, eu vivo no país da alegria, no país do samba. Então, que Deus, Nossa Senhora e o Divino Espírito Santo, e todos os orixás nos abençoem para sempre"	A maranhense havia passado por um cateterismo para tratar uma angina e segue internada.	A cantora Alcione foi internada nesta terça-feira	falso	cultura
15	https://www.boatos.org/saude/a-china-pinta-macas-verdes-para-vender-como-vermelhas.html	boatos.org	10/08/2025	O vídeo, apesar de verdadeiro, não retrata frutas de verdade. Ele mostra a produção de doces de chocolate moldados no formato de maçã, recheados com confeitos	Por trás do visual vermelho e brilhante existe um processo pouco comentado: assim que amadurecem, as maçãs são enviadas para centros de processamento onde recebem corantes artificiais e tratamentos estéticos para ficarem mais atraentes nas prateleiras.	Você sabia que muitas maçãs “perfeitas” que encontramos no mercado estão longe de serem naturais? o Video prova!	falso	internacional
16	https://www.boatos.org/saude/japao-inaugurou-hospital-totalmente-operado-por-ia-e-robos.html	boatos.org	09/08/2025	Apesar de chamativa, a história viralizou sem apresentar fontes confiáveis que confirmem a informação. O projeto que deu origem ao boato não aconteceu no Japão, mas sim na China. Projeto desenvolvido mas em um ambiente totalmente virtual. Não há, portanto, atendimento real a seres humanos.	Será que estamos a apenas 10 anos de ver médicos sendo substituídos por inteligência artificial?	Japão inaugura o primeiro hospital totalmente operado com IA e robôs.	falso	saúde
17	https://www.boatos.org/entretenimento/roberto-carlos-foi-batizado-na-igreja-adventista-do-setimo-dia.html	boatos.org	07/08/2025	Não há qualquer registro em fontes confiáveis ou canais oficiais que comprove que Roberto Carlos tenha se convertido à Igreja Adventista do Sétimo Dia. O próprio site oficial do cantor, robertocarlos.com, já desmentiu qualquer mudança de religião	O que teria motivado essa mudança radical? Estaria o cantor se preparando para algo maior, talvez até mesmo o fim de sua carreira, ou haveria algo ainda mais profundo por trás dessa conversão?	Roberto Carlos teria se batizado na Igreja Adventista do Sétimo Dia, surpreendendo os fãs e provocando impacto na mídia e na sua carreira.	falso	religião, cultura
18	https://www.boatos.org/ciencia/estatua-de-astronauta-de-3-000-anos-foi-achada-na-capadocia.html	boatos.org	06/08/2025	A imagem já circula há anos na internet sem qualquer registro de escavação ou validação científica. Embora uma estátua realmente tenha sido descoberta recentemente na Turquia, ela não tem relação com o objeto mencionado nos boatos.	A comunidade científica está confusa com esse achado!	Estátua de 3.000 anos encontrada na Capadócia, Turquia.	falso	cultura
19	https://www.boatos.org/politica/tornozeleira-de-bolsonaro-esta-envenenada.html	boatos.org	23/07/2025	A teoria de que a tornozeleira de Bolsonaro está envenenada é completamente falsa e sem qualquer sustentação técnica ou factual. Trata-se de mais uma narrativa conspiratória com objetivo de causar comoção, reforçar teorias de perseguição política e gerar engajamento online.	D presidente Bolsonaro foram eles juntos com o kassab q fizeram a logística da facada no Bolsonaro.	VINGANÇA Há possibilidade da ideia da tornozeleira, ser o envenenamento.	falso	política
20	https://www.boatos.org/brasil/rosa-na-macaneta-do-carro-e-tatica-de-bandidos-para-assaltar-com-po-de-zumbi.html	boatos.org	16/07/2025	O suposto golpe com rosas contendo escopolamina deixadas em maçanetas de carros é falso. Não há qualquer registro, boletim ou caso real que comprove esse tipo de crime. Trata-se de mais uma narrativa alarmista que recircula antigos boatos sobre substâncias misteriosas usadas em assaltos.	Pode ser um sinal de perigo relacionado a sequestros ou roubos. Não toque nela e chame a polícia imediatamente. Sua segurança é o mais importante.	Atenção! Se você encontrar uma rosa na porta do seu carro, tenha muito cuidado!	falso	segurança
21	https://www.boatos.org/entretenimento/leo-dias-revelou-que-eliza-samudio-reapareceu-e-esta-viva.html	boatos.org	11/07/2025	O boato é totalmente falso. O caso segue encerrado judicialmente e não há qualquer evidência que comprove que ela esteja viva. Trata-se de mais um conteúdo sensacionalista criado para gerar engajamento e audiência com base em desinformação.	Durante anos, o desaparecimento de Elisa Samudio foi tratado como um dos casos mais macabros e misteriosos da história criminal do Brasil. Sumida desde 2010, dada como morta, conversões sombrias e contraditórias sobre seu destino, a ex -modelo tornou -se símbolo de uma tragédia sem desfecho. Mas nesta semana, tudo mudou. Segundo o colonista Leo Dias, a história teve uma reviravolta que deixou até mesmo a polícia federal sem palavras.	ELIZA SAMUDIO APARECEU DO NADA — BRASIL ESTÁ EM CHOQUE! CORPO FOI ENCONTRADO?	falso	cultura
22	https://www.boatos.org/religiao/oracao-de-santo-antonio-prometida-em-live-traz-milagres-em-7-dias.html	boatos.org	06/07/2025	O conteúdo que promete milagres em sete dias por meio de uma suposta oração de Santo Antônio é um golpe financeiro. A Igreja Católica já emitiu alertas contra a prática, que se utiliza da fé das pessoas para vender orações falsas e arrecadar dinheiro de maneira ilícita. Caso veja anúncios semelhantes, não compartilhe e denuncie imediatamente.	 Ele acaba de comprovar a existência de uma Oração de Santo Antônio que ficou escondida com as Elites Gananciosas pelos últimos 800 anos… Assista agora e receba essa bênção enquanto ainda está no ar Aproveite, porque a Live não ficará gravada e não haverá replay!	Quaresma do Padre Pio: Esta Oração Sagrada de Santo Antônio traz milagres em menos de 7 dias!	falso	religião
23	https://veja.abril.com.br/coluna/veja-gente/ana-maria-braga-fala-sobre-rumores-do-fim-do-mais-voce/	Veja	20/01/2025	Após grande repercussão, a apresentadora resolveu se pronunciar: “Este é um tipo de fofoca que vem e vai, falam e não falam. Está tudo bem. Mas, desta vez, não mexeram só comigo, esse é o problema. Mexeram também com meu time, a minha equipe”	Globo pretende acabar com programa de Ana Maria Braga	Fim do 'Mais Você'	falso	cultura
24	https://www.boatos.org/saude/cafe-melitta-foi-suspenso-pela-anvisa-por-ser-falso.html	boatos.org	25/06/2025	É falso que o café Melitta tenha sido suspenso pela Anvisa por conter toxinas. A agência determinou o recolhimento de marcas piratas, como o “Melissa”, que imitava grandes fabricantes. A Melitta segue operando normalmente, sem qualquer impedimento. Outro indício de Fake News também é o 'Melita' com um T.	Três marcas foram suspensas, incluindo o “café Melita”!	O café Melitta foi suspenso pela Anvisa por conter toxinas e ser falsificado.	falso	cultura
25	https://www.boatos.org/brasil/ronco-de-morador-fez-predio-ser-interditado-pela-defesa-civil-em-vitoria.html	boatos.org	16/06/2025	O conteúdo foi criado pela página de humor “O Parcial” e não há qualquer indício de que algo semelhante tenha ocorrido de verdade. Além disso, a hipótese de um ronco abalar uma estrutura física não se sustenta tecnicamente.	Defesa Civil interdita prédio após ronco de morador abalar estrutura em Vitória é um prédio foi condenado pela defesa civil por um motivo inusitado o ronco de um morador segundo a Defesa Civil o ronco do morador foi o suficiente para comprometer a estrutura ao longo dos últimos anos o potente e constante provocou microfissuras em toda a estrutura do edifício	Defesa Civil interditou prédio por causa de ronco de morador	falso	cultura
26	https://oglobo.globo.com/rioshow/cinema/noticia/2025/08/18/semana-do-cinema-promocao-com-ingressos-a-r-10-volta-no-fim-de-agosto.ghtml	O Globo	18/08/2025	A reportagem sobre a Semana do Cinema com ingressos a R$ 10 é confiável porque: Há consenso entre diversas fontes conceituadas. O conteúdo apresenta detalhes completos, como datas, abrangência da promoção e quem organiza. Está fundamentado em dados reais de campanhas anteriores. Não recorre a exageros sensacionalistas — é clara e informativa.	Segunda edição do evento em 2025 é oportunidade para assistir a blockbusters como 'Quarteto fantástico: primeiros passos', 'Superman' e mais	Semana do Cinema: promoção com ingressos a R$ 10 volta no fim de agosto; veja filmes em cartaz	verdadeiro	cultura
27	https://g1.globo.com/sp/piracicaba-regiao/noticia/2025/08/22/fabrica-clandestina-de-fuzis-no-interior-de-sp-entenda-o-que-se-sabe-e-o-que-falta-saber.ghtml	G1	22/08/2025	A notícia da fábrica clandestina de fuzis no interior de São Paulo (em 21 de agosto de 2025) parece verdadeira e confiável porque:  Está relatada em veículos sérios com base em dados oficiais;  Há coerência entre múltiplas reportagens;  Situa-se num contexto real de aumento de apreensão de fuzis no estado;  não utiliza linguagem sensacionalista e apresenta dados claros.	Operação da PF apreendeu 80 armas e prendeu duas pessoas. Fábrica tinha equipamentos milionários de alta precisão e peças resistentes, e fornecia a facções criminosas, diz a polícia.	Fábrica clandestina de fuzis no interior de SP: entenda o que se sabe e o que falta saber	verdadeiro	
28	https://noticias.uol.com.br/cotidiano/ultimas-noticias/2025/03/10/caso-vitoria-veja-ultimas-noticias-atualizadas-e-novidades-da-investigacao.htm	UOL 	10/03/2025	A matéria do UOL sobre o Caso Vitória é confiável porque: Tem base em fontes oficiais e investigações em desenvolvimento. Apresenta informações coerentes e em continuidade temporal. Traz detalhes técnicos e estágio de investigação claros. Evolui conforme novos desdobramentos são apurados. Utiliza linguagem objetiva e informativa.	Durante o final de semana e nesta segunda-feira, a investigação sobre o assassinato da adolescente Vitória Regina de Sousa, de 17 anos, avançou. Novas evidências foram encontradas e a polícia desmentiu que o pai da vítima é um dos suspeitos pelo crime.	Caso Vitória: veja últimas notícias atualizadas e novidades da investigação	verdadeiro	
29	https://veja.abril.com.br/mundo/byd-ultrapassa-tesla-em-vendas-de-carros-eletricos-na-europa-pela-primeira-vez/	Veja	22/05/2025	“Informação baseada no levantamento da JATO Dynamics sobre vendas de BEVs na Europa em abril de 2025, com dados concretos mostrando que a BYD registrou 7.231 unidades contra 7.165 da Tesla. Esses números foram confirmados por veículos especializados como Veja, Business Insider e Financial Times.”	Além de perder vantagem tecnológica exclusiva, montadora americana também vem sofrendo com desvalorização no mercado de usados 	BYD ultrapassa Tesla em vendas de carros elétricos	verdadeiro	Economia, Tecnologia
30	https://www.gov.br/saude/pt-br/assuntos/noticias/2023/dezembro/ministerio-da-saude-incorpora-medicamento-para-atrofia-muscular-espinhal-ame-no-sus	Ministério da Saúde	12/01/2023	Anúncio oficial do Ministério da Saúde, publicado no Diário Oficial da União. A incorporação do medicamento Zolgensma foi uma decisão da Conitec (Comissão Nacional de Incorporação de Tecnologias no SUS).	O Ministério da Saúde anunciou a incorporação ao SUS do Zolgensma, considerado o medicamento mais caro do mundo, para o tratamento de crianças com Atrofia Muscular Espinhal (AME) tipo 1.	SUS incorpora "remédio mais caro do mundo" para AME	verdadeiro	Saúde, Política
31	https://www.gov.br/pt-br/noticias/meio-ambiente-e-clima/2023/08/desmatamento-na-amazonia-tem-queda-historica-de-66-em-julho	Governo do Brasil	09/08/2023	Dados oficiais do sistema DETER, do Instituto Nacional de Pesquisas Espaciais (INPE), divulgados publicamente e repercutidos pela imprensa nacional e internacional.	Dados do INPE mostram uma queda de 66,11% nos alertas de desmatamento na Amazônia em agosto de 2023, em comparação com o mesmo mês do ano anterior.	Desmatamento na Amazônia tem queda recorde	verdadeiro	Meio Ambiente, Política
32	https://www.cnnbrasil.com.br/economia/governo-lanca-programa-de-credito-para-pequenas-empresas-com-juros-baixos/	CNN Brasil	22/04/2024	Lançamento oficial de um programa do governo federal, anunciado pelo Ministério do Empreendedorismo, da Microempresa e da Empresa de Pequeno Porte, com regras e objetivos claros.	O governo federal lançou o programa "Acredita", um pacote de medidas que inclui a renegociação de dívidas e a criação de novas linhas de crédito com juros mais baixos para microempreendedores individuais (MEIs) e pequenas empresas.	Governo lança programa "Acredita" com crédito para MEIs	verdadeiro	Economia, Política
33	https://g1.globo.com/turismo-e-viagem/noticia/2024/08/01/brasil-bate-recorde-de-turistas-estrangeiros-no-primeiro-semestre.ghtml	G1	08/01/2024	Segundo dados do Ministério do Turismo, Embratur e Polícia Federal, o país recebeu 6.657.377 turistas estrangeiros em 2024, um aumento de 14,6% em comparação com 2023. Superando o recorde anterior de 2018, quando o Brasil recebeu 6,5 milhões de visitantes internacionais.	O Brasil alcançou um marco histórico no turismo internacional em 2024, recebendo 6.773.619 visitantes estrangeiros, um crescimento de 14,6% em relação ao ano anterior. Os dados são do Ministério do Turismo, Embratur e Polícia Federal, com base no registro de entrada de estrangeiros.	Brasil bate recorde histórico e recebe mais de 6,7 milhões de turistas estrangeiros em 2024!	verdadeiro	Economia, Turismo
34	https://g1.globo.com/economia/noticia/2025/08/20/mercado-livre-anuncia-novo-centro-de-distribuicao-no-nordeste-e-gera-5-mil-empregos.ghtml	G1	20/08/2025	O centro já emprega cerca de 500 pessoas, mas a projeção é triplicar esse número, alcançando 1.500 postos de trabalho diretos.	O Mercado Livre inaugurou um centro de distribuição na Região Metropolitana do Recife, e até 1.500 novos empregos diretos devem ser criados até 2025, movimentando a economia pernambucana e acelerando as entregas no Nordeste.	Novo centro do Mercado Livre em Pernambuco promete transformar a economia local e gerar até 1.500 empregos!	verdadeiro	Economia, Tecnologia
35	https://www.cnnbrasil.com.br/nacional/governo-de-sp-inaugura-primeiro-trecho-do-anel-viario-metropolitano/	CNN Brasil	19/08/2025	O Rodoanel Norte é a última etapa do anel viário que circunda a Região Metropolitana de São Paulo. A obra tem sido retomada em fases após anos de paralisações e hoje apresenta avanço significativo.	O Governo de São Paulo anunciou que as obras do trecho norte do Rodoanel Metropolitano, que ligará as rodovias Presidente Dutra e Fernão Dias, já superaram 70% de execução e seguem com previsão de entrega para o segundo semestre de 2025.	Governo de SP avança nas obras do Rodoanel Norte entre Dutra e Fernão Dias	verdadeiro	Infraestrutura, Política, Cotidiano
36	https://agenciabrasil.ebc.com.br/economia/noticia/2025-08/bndes-anuncia-linha-de-credito-de-r-20-bilhoes-para-inovacao-e-sustentabilidade	Agência Brasil	08/07/2025	Anúncio oficial do Banco Nacional de Desenvolvimento Econômico e Social (BNDES), detalhando um programa de fomento à economia. Informação factual e de interesse público.	O BNDES anunciou uma nova linha de crédito de R$ 20 bilhões para financiar projetos de inovação, transição energética e sustentabilidade em empresas brasileiras de todos os portes.	BNDES lança R$ 20 bilhões em crédito para inovação e sustentabilidade	verdadeiro	Tecnologia, Segurança
37	https://www.cnnbrasil.com.br/nacional/brasil-e-alemanha-assinam-acordo-de-cooperacao-para-producao-de-hidrogenio-verde/	CNN Brasil	08/05/2025	Fato diplomático e econômico. Acordos de cooperação entre países são eventos oficiais, anunciados pelos respectivos governos e com ampla cobertura da imprensa.	Em Berlim, os governos do Brasil e da Alemanha assinaram um acordo de cooperação tecnológica e financeira para desenvolver projetos de produção de hidrogênio verde no Nordeste brasileiro.	Brasil e Alemanha fecham acordo para produção de hidrogênio verde	verdadeiro	Economia
38	https://g1.globo.com/economia/noticia/2025/08/02/producao-industrial-cresce-pelo-terceiro-mes-consecutivo-aponta-ibge.ghtml	G1	08/02/2025	Divulgação de dados oficiais da Pesquisa Industrial Mensal (PIM) pelo IBGE. É um indicador econômico factual e relevante, acompanhado de perto pelo mercado.	A produção industrial brasileira cresceu 0,8% em julho de 2025, marcando o terceiro mês seguido de alta, segundo dados divulgados pelo IBGE. O resultado foi impulsionado pela indústria automotiva e de alimentos.	Produção industrial cresce pelo terceiro mês seguido, diz IBGE	verdadeiro	Política, Economia, Meio Ambiente, Internacional
39	https://g1.globo.com/economia/noticia/2023/10/09/desenrola-brasil-governo-lanca-plataforma-para-renegociar-dividas-nesta-segunda-veja-como-fazer.ghtml	G1	06/05/2023	Lançamento oficial de um programa do governo federal. A Medida Provisória que criou o Desenrola Brasil foi assinada e o programa foi amplamente divulgado pelo Ministério da Fazenda.	O Ministério da Fazenda lançou o programa "Desenrola Brasil", uma iniciativa de renegociação de dívidas para pessoas físicas com o objetivo de "limpar o nome" de milhões de brasileiros.	Governo lança programa Desenrola Brasil	verdadeiro	Economia, Política
40	https://www.gov.br/mma/pt-br/cop28-aprova-fundo-para-perdas-e-danos	Governo do Brasil	12/01/2023	Fato ocorrido na abertura da 28ª Conferência do Clima da ONU (COP28). A criação do fundo foi uma decisão histórica, resultado de anos de negociações, e noticiada globalmente.	A COP28, conferência do clima da ONU, começou com a aprovação histórica da criação de um fundo para perdas e danos, destinado a ajudar países vulneráveis a lidar com os impactos das mudanças climáticas.	COP28 aprova fundo de perdas e danos climáticos	verdadeiro	Meio Ambiente, Internacional
41	https://noticias.stf.jus.br/postsnoticias/stf-define-40-gramas-de-maconha-como-criterio-para-diferenciar-usuario-de-traficante/	STF	26/06/2024	Decisão real do Supremo Tribunal Federal (STF). O julgamento, de grande repercussão, foi concluído e formou maioria para descriminalizar o porte de maconha para consumo próprio, estabelecendo uma quantidade para diferenciar usuário de traficante.	O Supremo Tribunal Federal (STF) formou maioria para descriminalizar o porte de maconha para uso pessoal. A decisão não legaliza a venda, mas estabelece que portar uma quantidade para consumo próprio deixa de ser crime.	STF descriminaliza porte de maconha para uso pessoal	verdadeiro	Justiça, Política, Saúde
42	https://brasil.un.org/pt-br/263674-relatório-sobre-mortalidade-infantil-2023	Nações Unidas Brasil	14/03/2024	Matéria baseada em dados do Ministério da Saúde e do IBGE. A queda histórica na taxa de mortalidade infantil é um indicador social importante, resultado de políticas públicas de saúde e saneamento ao longo de décadas.	O Brasil alcançou em 2022 a menor taxa de mortalidade infantil de sua história, segundo dados preliminares do Ministério da Saúde, consolidando uma tendência de queda observada nas últimas décadas.	Brasil atinge a menor taxa de mortalidade infantil da história	verdadeiro	Saúde, Sociedade
43	https://sna.agr.br/o-brasil-ultrapassou-os-estados-unidos-tornando-se-o-maior-exportador-de-milho-do-mundo-na-safra-2022-2023/#:~:text=Nacional%20de%20Agricultura-,O%20Brasil%20ultrapassou%20os%20Estados%20Unidos%2C%20tornando%2Dse%20o%20maior,mundo%20na%20safra%202022/2023&text=Segundo%20projeções%20da%20USDA%20(Departamento,no%20mercado%20global%20de%20milho.	SNA	01/09/2024	Dados confirmados pelo Departamento de Agricultura dos Estados Unidos (USDA) e por associações do agronegócio brasileiro, como a Anec, mostrando que o Brasil superou os EUA nas exportações do grão.	O Brasil ultrapassou os Estados Unidos e se tornou o maior exportador mundial de milho em 2023, resultado de uma safra recorde e de uma logística mais eficiente.	Brasil se torna o maior exportador de milho do mundo	verdadeiro	Economia, Agronegócio
